Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"B. Danborno","Anthropometric and menstrual characteristics of girls from Nigeria and Niger Republic",2008,"Internet Journal of Biological Anthropology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=61749092936&origin=inward",129,"2021-07-17 16:46:24","Article","","1939-4594","https://api.elsevier.com/content/abstract/scopus_id/61749092936",2,1,,,4,0.31,4,1,13,"","",""
3,"I.C. Anioke","Predictors of poor glycemic control in adult with type 2 diabetes in South-Eastern Nigeria",2019,"African Health Sciences","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078360856&origin=inward",130,"2021-07-17 16:46:24","Article","10.4314/ahs.v19i4.3","1680-6905","https://api.elsevier.com/content/abstract/scopus_id/85078360856",19,4,2819,2828,3,1.50,3,1,2,"","",""
3,"I.O. Senbanjo","Co-existence of maternal overweight and obesity with childhood undernutrition in rural and urban communities of Lagos State, Nigeria",2019,"Acta Biomedica","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072912380&origin=inward",131,"2021-07-17 16:46:24","Article","10.23750/abm.v90i3.7685","0392-4203","https://api.elsevier.com/content/abstract/scopus_id/85072912380",90,3,266,274,3,1.50,3,1,2,"","",""
3,"S. Olatunbosun","Central Obesity in Africans: Anthropometric Assessment of Abdominal Adiposity and its Predictors in Urban Nigerians",2018,"Journal of the National Medical Association","","https://api.elsevier.com/content/article/eid/1-s2.0-S0027968417301566","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041309812&origin=inward",132,"2021-07-17 16:46:24","Article","10.1016/j.jnma.2018.01.001","0027-9684","https://api.elsevier.com/content/abstract/scopus_id/85041309812",110,5,519,527,3,1.00,3,1,3,"","",""
3,"O.E. Ogundele","Association of adiponectin gene (ADIPOQ) polymorphisms with measures of obesity in Nigerian young adults",2018,"Egyptian Journal of Medical Human Genetics","","https://api.elsevier.com/content/article/eid/1-s2.0-S1110863017300770","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027705265&origin=inward",133,"2021-07-17 16:46:24","Article","10.1016/j.ejmhg.2017.08.005","1110-8630","https://api.elsevier.com/content/abstract/scopus_id/85027705265",19,2,123,127,3,1.00,3,1,3,"","",""
3,"S.K. Rahamon","Changes in mediators of inflammation and pro-thrombosis after 12 months of dietary modification in adults with metabolic syndrome",2017,"African Health Sciences","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025076131&origin=inward",134,"2021-07-17 16:46:24","Article","10.4314/ahs.v17i2.20","1680-6905","https://api.elsevier.com/content/abstract/scopus_id/85025076131",17,2,453,462,3,0.75,3,1,4,"","",""
3,"P.O. Ukegbu","Obesity and associated factors in young adults attending tertiary institutions in south-eastern Nigeria",2017,"South African Journal of Clinical Nutrition","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021267038&origin=inward",135,"2021-07-17 16:46:24","Article","10.1080/16070658.2016.1259032","1607-0658","https://api.elsevier.com/content/abstract/scopus_id/85021267038",30,2,43,48,3,0.75,3,1,4,"","",""
3,"A. Ogbera","Cytokines, Type 2 DM and the Metabolic Syndrome",2013,"Nigerian quarterly journal of hospital medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84977438877&origin=inward",136,"2021-07-17 16:46:24","Article","","0189-2657","https://api.elsevier.com/content/abstract/scopus_id/84977438877",23,4,318,322,3,0.38,3,1,8,"","",""
3,"O. Ogwumike","Physical activity level of postmenopausal women in Nigeria: Association with self-rated health status, overall obesity, and abdominal obesity",2016,"Women and Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84947996390&origin=inward",137,"2021-07-17 16:46:24","Article","10.1080/03630242.2015.1101735","0363-0242","https://api.elsevier.com/content/abstract/scopus_id/84947996390",56,5,487,501,3,0.60,3,1,5,"","",""
3,"V. Odili","Prevalence of overweight and obesity among pharmacy students in a University in Benin city, Nigeria",2014,"Tropical Journal of Pharmaceutical Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84918539433&origin=inward",138,"2021-07-17 16:46:24","Article","10.4314/tjpr.v13i12.23","1596-5996","https://api.elsevier.com/content/abstract/scopus_id/84918539433",13,12,2109,2114,3,0.43,3,1,7,"","",""
3,"L. Adebusoye","Factors associated with reported snoring among elderly patients attending the geriatric centre in Nigeria",2014,"Pan African Medical Journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84913530188&origin=inward",139,"2021-07-17 16:46:24","Article","10.11604/pamj.2014.19.309.5244","1937-8688","https://api.elsevier.com/content/abstract/scopus_id/84913530188",19,,,,3,0.43,3,1,7,"","",""
3,"E. Etukumana","Risk factors for diabetes mellitus among rural adults in Nigeria.",2014,"Nigerian journal of medicine : journal of the National Association of Resident Doctors of Nigeria","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84907249634&origin=inward",140,"2021-07-17 16:46:24","Article","","1115-2613","https://api.elsevier.com/content/abstract/scopus_id/84907249634",23,3,213,219,3,0.43,3,1,7,"","",""
3,"B.O. Oyelade","The relationship between obesity and peripheral arterial disease in adult Nigerian diabetics.",2014,"The Nigerian postgraduate medical journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84904393073&origin=inward",141,"2021-07-17 16:46:24","Article","","1117-1936","https://api.elsevier.com/content/abstract/scopus_id/84904393073",21,1,57,60,3,0.43,3,1,7,"","",""
3,"A. Idung","Overweight and obesity profiles in Niger Delta Region, Nigeria",2014,"African Journal of Primary Health Care and Family Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84900817556&origin=inward",142,"2021-07-17 16:46:24","Article","10.4102/phcfm.v6i1.542","2071-2928","https://api.elsevier.com/content/abstract/scopus_id/84900817556",6,1,,,3,0.43,3,1,7,"","",""
3,"E. Etukumana","Relationship of blood glucose levels with waist circumference, hip circumference and waist-hip ratio among rural adults in Nigeria",2014,"Asian Journal of Pharmaceutical and Clinical Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891692852&origin=inward",143,"2021-07-17 16:46:24","Article","","0974-2441","https://api.elsevier.com/content/abstract/scopus_id/84891692852",7,1,204,206,3,0.43,3,1,7,"","",""
3,"C. Alikor","Prevalence of hyperuricaemia in a rural population of Nigerian Niger Delta region.",2013,"Nigerian journal of medicine : journal of the National Association of Resident Doctors of Nigeria","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891637043&origin=inward",144,"2021-07-17 16:46:24","Article","","1115-2613","https://api.elsevier.com/content/abstract/scopus_id/84891637043",22,3,187,192,3,0.38,3,1,8,"","",""
3,"A. Edo","Relationships between hemoglobin A1c and spot glucose measurements in Nigerians with type 2 diabetes mellitus",2012,"Nigerian Journal of Clinical Practice","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84861608348&origin=inward",145,"2021-07-17 16:46:24","Article","10.4103/1119-3077.94091","1119-3077","https://api.elsevier.com/content/abstract/scopus_id/84861608348",15,1,23,26,3,0.33,3,1,9,"","",""
3,"A. Edo","Dyslipidaemia among Nigerian oil workers with type 2 diabetes mellitus",2011,"West African Journal of Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84861326791&origin=inward",146,"2021-07-17 16:46:24","Article","","0189-160X","https://api.elsevier.com/content/abstract/scopus_id/84861326791",30,3,206,209,3,0.30,3,1,10,"","",""
3,"J. Ekezie","Spousal similarities and differences in physical and cultural traits among the Igbo ethnic group in Nigeria",2008,"Internet Journal of Biological Anthropology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70350314116&origin=inward",147,"2021-07-17 16:46:24","Article","","1939-4594","https://api.elsevier.com/content/abstract/scopus_id/70350314116",1,2,,,3,0.23,3,1,13,"","",""
3,"J. Orakwe","Can physique and gluteal size predict penile length in adult Nigerian men?",2006,"West African Journal of Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846083095&origin=inward",148,"2021-07-17 16:46:24","Article","","0189-160X","https://api.elsevier.com/content/abstract/scopus_id/33846083095",25,3,223,225,3,0.20,3,1,15,"","",""
2,"T.H. Raimi","Triglyceride-Glucose Index and Related Parameters Predicted Metabolic Syndrome in Nigerians",2021,"Metabolic Syndrome and Related Disorders","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102039284&origin=inward",149,"2021-07-17 16:46:24","Article","10.1089/met.2020.0092","1540-4196","https://api.elsevier.com/content/abstract/scopus_id/85102039284",19,2,76,82,2,2.00,2,1,1,"","",""
2,"O.A. Babatunde","10-year risk for cardiovascular diseases using WHO prediction chart: Findings from the civil servants in South-western Nigeria",2020,"BMC Cardiovascular Disorders","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082790889&origin=inward",150,"2021-07-17 16:46:24","Article","10.1186/s12872-020-01438-9","1471-2261","https://api.elsevier.com/content/abstract/scopus_id/85082790889",20,1,,,2,2.00,2,1,1,"","",""
2,"H. Olaosebikan","Spectrum of musculoskeletal disorders in nigerians with types 2 diabetes mellitus: Prevalence and predictors",2019,"Reumatismo","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078691029&origin=inward",151,"2021-07-17 16:46:24","Article","10.4081/reumatismo.2019.1232","0048-7449","https://api.elsevier.com/content/abstract/scopus_id/85078691029",71,4,209,217,2,1.00,2,1,2,"","",""
2,"C.A. Oladoyinbo","Risk factors for diabetes mellitus and hypertension among artisans in Ogun state, Nigeria",2020,"Nutrition and Food Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074348929&origin=inward",152,"2021-07-17 16:46:24","Article","10.1108/NFS-01-2019-0007","0034-6659","https://api.elsevier.com/content/abstract/scopus_id/85074348929",50,4,695,710,2,2.00,2,1,1,"","",""
2,"E.N. Adejumo","Leptin: Adiponectin ratio discriminated the risk of metabolic syndrome better than adiponectin and leptin in Southwest Nigeria",2019,"Diabetes and Metabolic Syndrome: Clinical Research and Reviews","","https://api.elsevier.com/content/article/eid/1-s2.0-S1871402119301882","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064448158&origin=inward",153,"2021-07-17 16:46:24","Article","10.1016/j.dsx.2019.04.008","1871-4021","https://api.elsevier.com/content/abstract/scopus_id/85064448158",13,3,1845,1849,2,1.00,2,1,2,"","",""
2,"I. Nnabugwu","The relationship between prevalence and severity of lower urinary tract symptoms (LUTS), and body mass index and mid-abdominal circumference in men in a resource-poor community in Southeast Nigeria: A cross-sectional survey",2019,"BMC Urology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061984988&origin=inward",154,"2021-07-17 16:46:24","Article","10.1186/s12894-019-0444-x","1471-2490","https://api.elsevier.com/content/abstract/scopus_id/85061984988",19,1,,,2,1.00,2,1,2,"","",""
2,"A.A. Akintunde","Renin activity and aldosterone assay among Nigerians with hypertension and normotension: An insight into normative values and clinical correlates",2018,"Current Hypertension Reviews","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048970949&origin=inward",155,"2021-07-17 16:46:24","Article","10.2174/1573402114666171213145049","1573-4021","https://api.elsevier.com/content/abstract/scopus_id/85048970949",14,1,29,34,2,0.67,2,1,3,"","",""
2,"A. Akinboro","Cutaneous correlates of metabolic syndrome and its components in ogbomoso, Nigeria",2018,"Journal of Clinical and Diagnostic Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048150754&origin=inward",156,"2021-07-17 16:46:24","Article","10.7860/JCDR/2018/34103.11600","2249-782X","https://api.elsevier.com/content/abstract/scopus_id/85048150754",12,6,,,2,0.67,2,1,3,"","",""
2,"F. Maruf","Perception, Knowledge, and Attitude toward Physical Activity Behaviour: Implications for Participation among Individuals with Essential Hypertension",2018,"High Blood Pressure and Cardiovascular Prevention","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043378378&origin=inward",157,"2021-07-17 16:46:24","Article","10.1007/s40292-017-0235-y","1120-9879","https://api.elsevier.com/content/abstract/scopus_id/85043378378",25,1,53,60,2,0.67,2,1,3,"","",""
2,"Y.A. Adeyemi","Prevalence of metabolic syndrome among apparently healthy adults in Ogun state, Nigeria",2017,"Nutrition and Food Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85035756843&origin=inward",158,"2021-07-17 16:46:24","Article","10.1108/NFS-12-2016-0190","0034-6659","https://api.elsevier.com/content/abstract/scopus_id/85035756843",47,6,780,794,2,0.50,2,1,4,"","",""
2,"I.C. Udenze","Thyroid, cortisol and growth hormone levels in adult Nigerians with metabolic syndrome",2017,"The Pan African medical journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021852106&origin=inward",159,"2021-07-17 16:46:24","Article","10.11604/pamj.2017.26.52.9909","1937-8688","https://api.elsevier.com/content/abstract/scopus_id/85021852106",26,,52,52,2,0.50,2,1,4,"","",""
2,"C.U. Nduka","Impact of body fat changes in mediating the effects of antiretroviral therapy on blood pressure in HIV-infected persons in a sub-Saharan African setting",2016,"Infectious Diseases of Poverty","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85007299083&origin=inward",160,"2021-07-17 16:46:24","Article","10.1186/s40249-016-0152-7","2095-5162","https://api.elsevier.com/content/abstract/scopus_id/85007299083",5,1,,,2,0.40,2,1,5,"","",""
2,"O. Folasire","Nutrition-related cancer prevention knowledge of undergraduate students at the university of Ibadan, Nigeria",2016,"South African Journal of Clinical Nutrition","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84998854156&origin=inward",161,"2021-07-17 16:46:24","Article","10.1080/16070658.2016.1217648","1607-0658","https://api.elsevier.com/content/abstract/scopus_id/84998854156",29,4,165,171,2,0.40,2,1,5,"","",""
2,"M. Fawale","Risk of obstructive sleep apnea, excessive daytime sleepiness and depressive symptoms in a Nigerian elderly population",2016,"Sleep Science","","https://api.elsevier.com/content/article/eid/1-s2.0-S1984006316300347","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994709523&origin=inward",162,"2021-07-17 16:46:24","Article","10.1016/j.slsci.2016.05.005","1984-0659","https://api.elsevier.com/content/abstract/scopus_id/84994709523",9,2,106,111,2,0.40,2,1,5,"","",""
2,"S. Ogedengbe","Comparison of clinical and biochemical variables in type 2 diabetes mellitus patients and their first-degree relatives with metabolic syndrome in Benin City, Nigeria: A cross sectional case controlled study",2016,"Endocrine Regulations","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84981271722&origin=inward",163,"2021-07-17 16:46:24","Article","10.1515/enr-2016-0007","1210-0668","https://api.elsevier.com/content/abstract/scopus_id/84981271722",50,1,32,40,2,0.40,2,1,5,"","",""
2,"B. Omisore","Original research: Obesity prevalence and metabolic differences between obese and non-obese school adolescents in south-western Nigeria",2015,"South African Family Practice","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937571931&origin=inward",164,"2021-07-17 16:46:24","Article","10.1080/20786190.2014.977010","2078-6190","https://api.elsevier.com/content/abstract/scopus_id/84937571931",57,3,,,2,0.33,2,1,6,"","",""
2,"O. Ogwumike","Musculoskeletal pain among postmenopausal women in Nigeria: Association with overall and central obesity",2016,"Hong Kong Physiotherapy Journal","","https://api.elsevier.com/content/article/eid/1-s2.0-S1013702515000238","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937469323&origin=inward",165,"2021-07-17 16:46:24","Article","10.1016/j.hkpj.2015.06.001","1013-7025","https://api.elsevier.com/content/abstract/scopus_id/84937469323",34,,41,46,2,0.40,2,1,5,"","",""
2,"E.K. Oghagbon","Increased central adiposity may not underlie the marked elevation of IL-6 in diabetes mellitus patients in South-West, Nigeria",2014,"West African journal of medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930971517&origin=inward",166,"2021-07-17 16:46:24","Article","","0189-160X","https://api.elsevier.com/content/abstract/scopus_id/84930971517",33,2,130,135,2,0.29,2,1,7,"","",""
2,"O.R. Olaoye","Perception of weight and weight management practices among students of a tertiary institution in south west Nigeria",2012,"Journal of Applied Pharmaceutical Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875877880&origin=inward",167,"2021-07-17 16:46:24","Article","","2231-3354","https://api.elsevier.com/content/abstract/scopus_id/84875877880",2,1,81,84,2,0.22,2,1,9,"","",""
2,"U. Nwagha","Parity related changes in obesity and some antioxidant vitamins in non-pregnant women of South-Eastern Nigeria",2012,"Nigerian Journal of Clinical Practice","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871647557&origin=inward",168,"2021-07-17 16:46:24","Article","10.4103/1119-3077.104506","1119-3077","https://api.elsevier.com/content/abstract/scopus_id/84871647557",15,4,380,384,2,0.22,2,1,9,"","",""
2,"D. Goon","Abdominal body fatness among nigerian women: A study on the anthropometric index of waist-to-stature ratio",2010,"Pakistan Journal of Medical Sciences","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957331058&origin=inward",169,"2021-07-17 16:46:24","Article","","1682-024X","https://api.elsevier.com/content/abstract/scopus_id/77957331058",26,3,577,580,2,0.18,2,1,11,"","",""
2,"R. Umar","Butyrylcholinesterase activity in Nigerian type 2 diabetics with and without metabolic syndrome",2010,"African Journal of Biotechnology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954849747&origin=inward",170,"2021-07-17 16:46:24","Article","","1684-5315","https://api.elsevier.com/content/abstract/scopus_id/77954849747",9,26,4110,4113,2,0.18,2,1,11,"","",""
2,"A. Igiri","Anthropometric measure and sexual dimorphism in young adult Nigerians resident in Calabar",2009,"Internet Journal of Biological Anthropology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=75449115787&origin=inward",171,"2021-07-17 16:46:24","Article","","1939-4594","https://api.elsevier.com/content/abstract/scopus_id/75449115787",2,2,,,2,0.17,2,1,12,"","",""
1,"O.P. Opreh","Prevalence and factors associated with hypertension among rural community dwellers in a local government area, South West Nigeria",2021,"African Health Sciences","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104984639&origin=inward",172,"2021-07-17 16:46:24","Article","10.4314/ahs.v21i1.12","1680-6905","https://api.elsevier.com/content/abstract/scopus_id/85104984639",21,1,75,81,1,1.00,1,1,1,"","",""
1,"D. Adeloye","Estimating the prevalence of overweight and obesity in Nigeria in 2020: a systematic review and meta-analysis",2021,"Annals of Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103387351&origin=inward",173,"2021-07-17 16:46:24","Review","10.1080/07853890.2021.1897665","0785-3890","https://api.elsevier.com/content/abstract/scopus_id/85103387351",53,1,495,507,1,1.00,1,1,1,"","",""
1,"E. Musa","Hypergonadotropic hypogonadism in Nigerian men with type 2 diabetes mellitus",2021,"Clinical Diabetology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103194601&origin=inward",174,"2021-07-17 16:46:24","Article","10.5603/DK.A2021.0002","2450-7458","https://api.elsevier.com/content/abstract/scopus_id/85103194601",10,1,129,137,1,1.00,1,1,1,"","",""
1,"T.O. Olanrewaju","Prevalence of chronic kidney disease and risk factors in North-Central Nigeria: a population-based survey",2020,"BMC Nephrology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095684784&origin=inward",175,"2021-07-17 16:46:24","Article","10.1186/s12882-020-02126-8","1471-2369","https://api.elsevier.com/content/abstract/scopus_id/85095684784",21,1,,,1,1.00,1,1,1,"","",""
1,"D.I. Musa","Association of fitness and fatness with clustered cardiovascular disease risk factors in Nigerian adolescents",2020,"International Journal of Environmental Research and Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089688725&origin=inward",176,"2021-07-17 16:46:24","Article","10.3390/ijerph17165861","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/85089688725",17,16,1,10,1,1.00,1,1,1,"","",""
1,"M.A. Akinola","Gastroesophageal reflux disease: Prevalence and Extraesophageal manifestations among undergraduate students in South West Nigeria",2020,"BMC Gastroenterology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085466514&origin=inward",177,"2021-07-17 16:46:24","Article","10.1186/s12876-020-01292-1","1471-230X","https://api.elsevier.com/content/abstract/scopus_id/85085466514",20,1,,,1,1.00,1,1,1,"","",""
1,"I.D. Gezawa","Pattern of obesity among patients with type 2 diabetes at a tertiary healthcare center in Northern Nigeria",2019,"Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078550149&origin=inward",178,"2021-07-17 16:46:24","Article","10.2147/DMSO.S226054","1178-7007","https://api.elsevier.com/content/abstract/scopus_id/85078550149",12,,2785,2790,1,0.50,1,1,2,"","",""
1,"O.T. Yusuff","Cardiovascular Risk Indices and Their Impact on Outcome in Patients with Hyperglycaemic Emergencies in a Nigerian Hospital",2020,"Journal of the National Medical Association","","https://api.elsevier.com/content/article/eid/1-s2.0-S002796841930255X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077997889&origin=inward",179,"2021-07-17 16:46:24","Article","10.1016/j.jnma.2019.12.004","0027-9684","https://api.elsevier.com/content/abstract/scopus_id/85077997889",112,1,28,35,1,1.00,1,1,1,"","",""
1,"O.A. Michael","The relationship between measures of obesity and atherogenic lipids among Nigerians with hypertension",2019,"Malawi Medical Journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075175971&origin=inward",180,"2021-07-17 16:46:24","Article","10.4314/mmj.v31i3.5","1995-7262","https://api.elsevier.com/content/abstract/scopus_id/85075175971",31,3,193,197,1,0.50,1,1,2,"","",""
1,"O.R. Ibrahim","Prevalence and risk factors for hypertension among school children in Ilorin, Northcentral Nigeria",2019,"Journal of Family and Community Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072530198&origin=inward",181,"2021-07-17 16:46:24","Article","10.4103/jfcm.JFCM_42_19","2230-8229","https://api.elsevier.com/content/abstract/scopus_id/85072530198",26,3,181,186,1,0.50,1,1,2,"","",""
1,"S. Ogbonna","Risk factors of thyroid dysfunction in patients with type 2 diabetes mellitus",2019,"Frontiers in Endocrinology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069501451&origin=inward",182,"2021-07-17 16:46:24","Article","10.3389/fendo.2019.00440","1664-2392","https://api.elsevier.com/content/abstract/scopus_id/85069501451",10,,,,1,0.50,1,1,2,"","",""
1,"A. Otu","Prevalence of type 2 diabetes mellitus in Southern Cross River: a cross-sectional observational survey",2018,"International Journal of Diabetes in Developing Countries","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058802073&origin=inward",183,"2021-07-17 16:46:24","Article","10.1007/s13410-018-0606-5","0973-3930","https://api.elsevier.com/content/abstract/scopus_id/85058802073",38,4,450,455,1,0.33,1,1,3,"","",""
1,"K.O. Akande","The prevalence of gastro-oesophageal reflux disease and its relationship with diet and obesity among public school teachers in Abeokuta, south-west Nigeria",2018,"Tanzania Journal of Health Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055151019&origin=inward",184,"2021-07-17 16:46:24","Article","10.4314/thrb.v20i4.7","1821-6404","https://api.elsevier.com/content/abstract/scopus_id/85055151019",20,4,,,1,0.33,1,1,3,"","",""
1,"E.I. Onwubuya","Prevalence of overweight and obesity and assessment of lipid profile and fasting blood glucose levels among female premedical students at Nnamdi Azikiwe University, Nnewi Campus, Nigeria",2018,"Asian Journal of Pharmaceutical and Clinical Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049862580&origin=inward",185,"2021-07-17 16:46:24","Article","10.22159/ajpcr.2018.v11i7.26500","0974-2441","https://api.elsevier.com/content/abstract/scopus_id/85049862580",11,7,481,486,1,0.33,1,1,3,"","",""
1,"M. Oluwasanu","Effects of a multi-level intervention on the pattern of physical activity among in-school adolescents in Oyo state Nigeria: A cluster randomised trial",2017,"BMC Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032172322&origin=inward",186,"2021-07-17 16:46:24","Article","10.1186/s12889-017-4781-y","1471-2458","https://api.elsevier.com/content/abstract/scopus_id/85032172322",17,1,,,1,0.25,1,1,4,"","",""
1,"A. Yerima","Knee osteoarthritis and associated cardio-metabolic clusters in a tertiary hospital in Nigeria",2017,"Clinical Rheumatology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029460498&origin=inward",187,"2021-07-17 16:46:24","Article","10.1007/s10067-017-3816-1","0770-3198","https://api.elsevier.com/content/abstract/scopus_id/85029460498",36,11,2541,2548,1,0.25,1,1,4,"","",""
1,"D.T. Goon","Low body mass index of indigenous andibila community residing at high altitude in Oju, Nigeria: Who cares?",2017,"Pakistan Journal of Nutrition","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85026756559&origin=inward",188,"2021-07-17 16:46:24","Article","10.3923/pjn.2017.557.561","1680-5194","https://api.elsevier.com/content/abstract/scopus_id/85026756559",16,7,557,561,1,0.25,1,1,4,"","",""
1,"A. Onifade","Non-reliability of beta-2 microglobulin and Neopterin as short-term immunological markers of HIV progression",2016,"African Journal of Biomedical Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013124252&origin=inward",189,"2021-07-17 16:46:24","Article","","1119-5096","https://api.elsevier.com/content/abstract/scopus_id/85013124252",19,3,205,212,1,0.20,1,1,5,"","",""
1,"C. Okafor","Performance of waist circumference and proposed cutoff levels for defining overweight and obesity in Nigerians",2016,"Annals of African Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84999271456&origin=inward",190,"2021-07-17 16:46:24","Article","10.4103/1596-3519.194275","1596-3519","https://api.elsevier.com/content/abstract/scopus_id/84999271456",15,4,185,193,1,0.20,1,1,5,"","",""
1,"A. Odili","Blood pressure indices, life-style factors and anthropometric correlates of casual blood glucose in a rural Nigerian community",2015,"Annals of African Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930513541&origin=inward",191,"2021-07-17 16:46:24","Article","10.4103/1596-3519.148735","1596-3519","https://api.elsevier.com/content/abstract/scopus_id/84930513541",14,1,39,45,1,0.17,1,1,6,"","",""
1,"J. Ummunah","Relationship between isometric endurance of back extensor muscles and selected anthropometric indices among some Nigerian undergraduates",2014,"Journal of Back and Musculoskeletal Rehabilitation","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928212302&origin=inward",192,"2021-07-17 16:46:24","Article","10.3233/BMR-130446","1053-8127","https://api.elsevier.com/content/abstract/scopus_id/84928212302",27,3,291,298,1,0.14,1,1,7,"","",""
